20251104223311,10.0.2.1,42170,10.0.4.1,5002,1,0.0-1.0,786492,6291936
20251104223312,10.0.2.1,42170,10.0.4.1,5002,1,1.0-2.0,655360,5242880
20251104223313,10.0.2.1,42170,10.0.4.1,5002,1,2.0-3.0,655360,5242880
20251104223314,10.0.2.1,42170,10.0.4.1,5002,1,3.0-4.0,524288,4194304
20251104223315,10.0.2.1,42170,10.0.4.1,5002,1,4.0-5.0,655360,5242880
20251104223316,10.0.2.1,42170,10.0.4.1,5002,1,5.0-6.0,655360,5242880
20251104223317,10.0.2.1,42170,10.0.4.1,5002,1,6.0-7.0,524288,4194304
20251104223318,10.0.2.1,42170,10.0.4.1,5002,1,7.0-8.0,393216,3145728
20251104223319,10.0.2.1,42170,10.0.4.1,5002,1,8.0-9.0,393216,3145728
20251104223320,10.0.2.1,42170,10.0.4.1,5002,1,9.0-10.0,416656,3333248
20251104223321,10.0.2.1,42170,10.0.4.1,5002,1,10.0-11.0,457624,3660992
20251104223322,10.0.2.1,42170,10.0.4.1,5002,1,11.0-12.0,524288,4194304
20251104223323,10.0.2.1,42170,10.0.4.1,5002,1,12.0-13.0,786432,6291456
20251104223324,10.0.2.1,42170,10.0.4.1,5002,1,13.0-14.0,917504,7340032
20251104223325,10.0.2.1,42170,10.0.4.1,5002,1,14.0-15.0,655360,5242880
20251104223326,10.0.2.1,42170,10.0.4.1,5002,1,15.0-16.0,917504,7340032
20251104223327,10.0.2.1,42170,10.0.4.1,5002,1,16.0-17.0,628288,5026304
20251104223328,10.0.2.1,42170,10.0.4.1,5002,1,17.0-18.0,717512,5740096
20251104223329,10.0.2.1,42170,10.0.4.1,5002,1,18.0-19.0,390208,3121664
20251104223330,10.0.2.1,42170,10.0.4.1,5002,1,19.0-20.0,456120,3648960
20251104223331,10.0.2.1,42170,10.0.4.1,5002,1,20.0-21.0,390960,3127680
20251104223332,10.0.2.1,42170,10.0.4.1,5002,1,21.0-22.0,456120,3648960
20251104223333,10.0.2.1,42170,10.0.4.1,5002,1,22.0-23.0,390960,3127680
20251104223334,10.0.2.1,42170,10.0.4.1,5002,1,23.0-24.0,390960,3127680
20251104223335,10.0.2.1,42170,10.0.4.1,5002,1,24.0-25.0,195480,1563840
20251104223336,10.0.2.1,42170,10.0.4.1,5002,1,25.0-26.0,325800,2606400
20251104223337,10.0.2.1,42170,10.0.4.1,5002,1,26.0-27.0,390960,3127680
20251104223338,10.0.2.1,42170,10.0.4.1,5002,1,27.0-28.0,325800,2606400
20251104223339,10.0.2.1,42170,10.0.4.1,5002,1,28.0-29.0,390960,3127680
20251104223340,10.0.2.1,42170,10.0.4.1,5002,1,29.0-30.0,390960,3127680
20251104223341,10.0.2.1,42170,10.0.4.1,5002,1,30.0-31.0,325800,2606400
20251104223342,10.0.2.1,42170,10.0.4.1,5002,1,31.0-32.0,390960,3127680
20251104223343,10.0.2.1,42170,10.0.4.1,5002,1,32.0-33.0,390960,3127680
20251104223344,10.0.2.1,42170,10.0.4.1,5002,1,33.0-34.0,456120,3648960
20251104223345,10.0.2.1,42170,10.0.4.1,5002,1,34.0-35.0,390960,3127680
20251104223346,10.0.2.1,42170,10.0.4.1,5002,1,35.0-36.0,390960,3127680
20251104223347,10.0.2.1,42170,10.0.4.1,5002,1,36.0-37.0,390960,3127680
20251104223348,10.0.2.1,42170,10.0.4.1,5002,1,37.0-38.0,390960,3127680
20251104223349,10.0.2.1,42170,10.0.4.1,5002,1,38.0-39.0,390960,3127680
20251104223350,10.0.2.1,42170,10.0.4.1,5002,1,39.0-40.0,390960,3127680
20251104223351,10.0.2.1,42170,10.0.4.1,5002,1,40.0-41.0,390960,3127680
20251104223352,10.0.2.1,42170,10.0.4.1,5002,1,41.0-42.0,456120,3648960
20251104223353,10.0.2.1,42170,10.0.4.1,5002,1,42.0-43.0,390960,3127680
20251104223354,10.0.2.1,42170,10.0.4.1,5002,1,43.0-44.0,390960,3127680
20251104223355,10.0.2.1,42170,10.0.4.1,5002,1,44.0-45.0,390960,3127680
20251104223356,10.0.2.1,42170,10.0.4.1,5002,1,45.0-46.0,260640,2085120
20251104223357,10.0.2.1,42170,10.0.4.1,5002,1,46.0-47.0,390960,3127680
20251104223358,10.0.2.1,42170,10.0.4.1,5002,1,47.0-48.0,325048,2600384
20251104223359,10.0.2.1,42170,10.0.4.1,5002,1,48.0-49.0,456872,3654976
20251104223400,10.0.2.1,42170,10.0.4.1,5002,1,49.0-50.0,390960,3127680
20251104223401,10.0.2.1,42170,10.0.4.1,5002,1,50.0-51.0,456120,3648960
20251104223402,10.0.2.1,42170,10.0.4.1,5002,1,51.0-52.0,456120,3648960
20251104223403,10.0.2.1,42170,10.0.4.1,5002,1,52.0-53.0,456120,3648960
20251104223404,10.0.2.1,42170,10.0.4.1,5002,1,53.0-54.0,456120,3648960
20251104223405,10.0.2.1,42170,10.0.4.1,5002,1,54.0-55.0,390960,3127680
20251104223406,10.0.2.1,42170,10.0.4.1,5002,1,55.0-56.0,456120,3648960
20251104223407,10.0.2.1,42170,10.0.4.1,5002,1,56.0-57.0,456120,3648960
20251104223408,10.0.2.1,42170,10.0.4.1,5002,1,57.0-58.0,325048,2600384
20251104223409,10.0.2.1,42170,10.0.4.1,5002,1,58.0-59.0,2545752,20366016
20251104223410,10.0.2.1,42170,10.0.4.1,5002,1,59.0-60.0,1236536,9892288
20251104223410,10.0.2.1,42170,10.0.4.1,5002,1,60.0-62.0,62152,247231
20251104223411,10.0.2.1,42170,10.0.4.1,5002,1,0.0-62.0,30810604,3974847
