20251104223307,10.0.1.1,35722,10.0.3.1,5001,1,0.0-1.0,3276860,26214880
20251104223308,10.0.1.1,35722,10.0.3.1,5001,1,1.0-2.0,1093376,8747008
20251104223309,10.0.1.1,35722,10.0.3.1,5001,1,2.0-3.0,1238040,9904320
20251104223310,10.0.1.1,35722,10.0.3.1,5001,1,3.0-4.0,1238040,9904320
20251104223311,10.0.1.1,35722,10.0.3.1,5001,1,4.0-5.0,975896,7807168
20251104223312,10.0.1.1,35722,10.0.3.1,5001,1,5.0-6.0,455368,3642944
20251104223313,10.0.1.1,35722,10.0.3.1,5001,1,6.0-7.0,586440,4691520
20251104223314,10.0.1.1,35722,10.0.3.1,5001,1,7.0-8.0,717512,5740096
20251104223315,10.0.1.1,35722,10.0.3.1,5001,1,8.0-9.0,651600,5212800
20251104223316,10.0.1.1,35722,10.0.3.1,5001,1,9.0-10.0,651600,5212800
20251104223317,10.0.1.1,35722,10.0.3.1,5001,1,10.0-11.0,194728,1557824
20251104223318,10.0.1.1,35722,10.0.3.1,5001,1,11.0-12.0,717512,5740096
20251104223319,10.0.1.1,35722,10.0.3.1,5001,1,12.0-13.0,847080,6776640
20251104223320,10.0.1.1,35722,10.0.3.1,5001,1,13.0-14.0,781920,6255360
20251104223321,10.0.1.1,35722,10.0.3.1,5001,1,14.0-15.0,912992,7303936
20251104223322,10.0.1.1,35722,10.0.3.1,5001,1,15.0-16.0,781168,6249344
20251104223323,10.0.1.1,35722,10.0.3.1,5001,1,16.0-17.0,716760,5734080
20251104223324,10.0.1.1,35722,10.0.3.1,5001,1,17.0-18.0,455368,3642944
20251104223325,10.0.1.1,35722,10.0.3.1,5001,1,18.0-19.0,521280,4170240
20251104223326,10.0.1.1,35722,10.0.3.1,5001,1,19.0-20.0,456120,3648960
20251104223327,10.0.1.1,35722,10.0.3.1,5001,1,20.0-21.0,456120,3648960
20251104223328,10.0.1.1,35722,10.0.3.1,5001,1,21.0-22.0,652352,5218816
20251104223329,10.0.1.1,35722,10.0.3.1,5001,1,22.0-23.0,651600,5212800
20251104223330,10.0.1.1,35722,10.0.3.1,5001,1,23.0-24.0,781920,6255360
20251104223331,10.0.1.1,35722,10.0.3.1,5001,1,24.0-25.0,781920,6255360
20251104223332,10.0.1.1,35722,10.0.3.1,5001,1,25.0-26.0,781920,6255360
20251104223333,10.0.1.1,35722,10.0.3.1,5001,1,26.0-27.0,847080,6776640
20251104223334,10.0.1.1,35722,10.0.3.1,5001,1,27.0-28.0,912992,7303936
20251104223335,10.0.1.1,35722,10.0.3.1,5001,1,28.0-29.0,781168,6249344
20251104223336,10.0.1.1,35722,10.0.3.1,5001,1,29.0-30.0,847080,6776640
20251104223337,10.0.1.1,35722,10.0.3.1,5001,1,30.0-31.0,847080,6776640
20251104223338,10.0.1.1,35722,10.0.3.1,5001,1,31.0-32.0,978152,7825216
20251104223339,10.0.1.1,35722,10.0.3.1,5001,1,32.0-33.0,456120,3648960
20251104223340,10.0.1.1,35722,10.0.3.1,5001,1,33.0-34.0,847080,6776640
20251104223341,10.0.1.1,35722,10.0.3.1,5001,1,34.0-35.0,716008,5728064
20251104223342,10.0.1.1,35722,10.0.3.1,5001,1,35.0-36.0,847080,6776640
20251104223343,10.0.1.1,35722,10.0.3.1,5001,1,36.0-37.0,847080,6776640
20251104223344,10.0.1.1,35722,10.0.3.1,5001,1,37.0-38.0,912992,7303936
20251104223345,10.0.1.1,35722,10.0.3.1,5001,1,38.0-39.0,716008,5728064
20251104223346,10.0.1.1,35722,10.0.3.1,5001,1,39.0-40.0,781920,6255360
20251104223347,10.0.1.1,35722,10.0.3.1,5001,1,40.0-41.0,847080,6776640
20251104223348,10.0.1.1,35722,10.0.3.1,5001,1,41.0-42.0,912992,7303936
20251104223349,10.0.1.1,35722,10.0.3.1,5001,1,42.0-43.0,781168,6249344
20251104223350,10.0.1.1,35722,10.0.3.1,5001,1,43.0-44.0,847080,6776640
20251104223351,10.0.1.1,35722,10.0.3.1,5001,1,44.0-45.0,781920,6255360
20251104223352,10.0.1.1,35722,10.0.3.1,5001,1,45.0-46.0,847080,6776640
20251104223353,10.0.1.1,35722,10.0.3.1,5001,1,46.0-47.0,781920,6255360
20251104223354,10.0.1.1,35722,10.0.3.1,5001,1,47.0-48.0,847080,6776640
20251104223355,10.0.1.1,35722,10.0.3.1,5001,1,48.0-49.0,912992,7303936
20251104223356,10.0.1.1,35722,10.0.3.1,5001,1,49.0-50.0,716008,5728064
20251104223357,10.0.1.1,35722,10.0.3.1,5001,1,50.0-51.0,781920,6255360
20251104223358,10.0.1.1,35722,10.0.3.1,5001,1,51.0-52.0,912992,7303936
20251104223359,10.0.1.1,35722,10.0.3.1,5001,1,52.0-53.0,781168,6249344
20251104223400,10.0.1.1,35722,10.0.3.1,5001,1,53.0-54.0,390960,3127680
20251104223401,10.0.1.1,35722,10.0.3.1,5001,1,54.0-55.0,781920,6255360
20251104223402,10.0.1.1,35722,10.0.3.1,5001,1,55.0-56.0,781920,6255360
20251104223403,10.0.1.1,35722,10.0.3.1,5001,1,56.0-57.0,781920,6255360
20251104223404,10.0.1.1,35722,10.0.3.1,5001,1,57.0-58.0,781920,6255360
20251104223405,10.0.1.1,35722,10.0.3.1,5001,1,58.0-59.0,781920,6255360
20251104223406,10.0.1.1,35722,10.0.3.1,5001,1,59.0-60.0,781920,6255360
20251104223406,10.0.1.1,35722,10.0.3.1,5001,1,60.0-62.6,128816,403691
20251104223407,10.0.1.1,35722,10.0.3.1,5001,1,0.0-62.6,48676028,6225276
